Date,demand,lch,holiday_Black friday,holiday_Christmas Day,holiday_Columbus Day,holiday_Independence Day,holiday_Labor Day,"holiday_Martin Luther King, Jr. Day",holiday_Memorial Day,holiday_New Year's Day,holiday_Thanksgiving,holiday_Veterans Day,holiday_Washington's Birthday
2017-01-14,13369,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-15,8183,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-16,11268,0,0,0,0,0,0,1,0,0,0,0,0
2017-01-17,8676,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-18,8767,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-19,8749,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-20,9897,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-21,10141,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-22,6807,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-23,8787,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-24,8943,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-25,9093,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-26,9398,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-27,10644,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-28,11388,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-29,6848,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-30,8528,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-31,8642,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-01,8606,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-02,8567,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-03,10124,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-04,11079,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-05,5839,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-06,8148,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-07,8236,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-08,8611,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-09,8232,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-10,10401,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-11,11041,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-12,7218,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-13,10232,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-14,10946,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-15,10953,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-16,10959,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-17,13370,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-18,14733,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-19,9400,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-20,11395,0,0,0,0,0,0,0,0,0,0,0,1
2017-02-21,10880,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-22,11828,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-23,13724,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-24,15042,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-25,15501,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-26,9427,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-27,11952,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-28,12935,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-01,11863,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-02,11768,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-03,12831,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-04,13813,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-05,8123,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-06,10537,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-07,10890,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-08,11389,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-09,11673,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-10,12721,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-11,12837,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-12,8294,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-13,10812,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-14,9094,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-15,11352,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-16,11061,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-17,11936,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-18,12691,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-19,8029,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-20,10420,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-21,10349,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-22,11210,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-23,11206,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-24,12487,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-25,11809,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-26,7323,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-27,9977,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-28,9911,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-29,9596,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-30,9239,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-31,10079,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-01,8640,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-02,5738,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-03,8430,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-04,8423,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-05,8354,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-06,7902,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-07,8454,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-08,7551,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-09,4738,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-10,7653,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-11,7086,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-12,7514,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-13,7739,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-14,8303,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-15,6806,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-16,786,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-17,8170,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-18,6623,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-19,5856,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-20,5693,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-21,164569,1,0,0,0,0,0,0,0,0,0,0,0
2017-04-22,95630,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-23,28411,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-24,26466,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-25,24734,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-26,23039,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-27,20718,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-28,22113,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-29,23641,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-30,18030,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-01,17745,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-02,16890,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-03,17862,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-04,17420,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-05,19465,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-06,21189,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-07,16096,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-08,15673,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-09,14449,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-10,15367,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-11,15365,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-12,19311,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-13,21053,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-14,15356,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-15,15557,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-16,36486,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-17,19970,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-18,20733,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-19,17097,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-20,18102,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-21,14075,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-22,13384,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-23,13182,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-24,13631,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-25,13687,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-26,15935,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-27,16646,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-28,11999,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-29,11260,0,0,0,0,0,0,0,1,0,0,0,0
2017-05-30,12075,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-31,16399,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-01,15230,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-02,16325,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-03,17512,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-04,13859,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-05,13435,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-06,13190,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-07,13054,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-08,12860,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-09,14624,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-10,15657,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-11,13345,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-12,13536,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-13,12702,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-14,12975,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-15,16061,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-16,17025,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-17,18674,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-18,14382,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-19,13798,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-20,12980,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-21,14699,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-22,13796,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-23,15904,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-24,17368,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-25,12945,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-26,12445,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-27,12473,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-28,16148,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-29,14599,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-30,16936,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-01,18001,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-02,14012,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-03,15703,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-04,11570,0,0,0,0,1,0,0,0,0,0,0,0
2017-07-05,13760,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-06,14947,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-07,16447,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-08,17299,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-09,13174,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-10,12883,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-11,13416,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-12,13650,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-13,13815,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-14,15312,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-15,16396,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-16,12096,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-17,11801,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-18,11651,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-19,10975,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-20,11590,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-21,16430,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-22,19352,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-23,15028,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-24,16693,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-25,13670,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-26,13139,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-27,17704,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-28,17978,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-29,19999,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-30,15157,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-31,15024,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-01,15527,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-02,15632,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-03,16145,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-04,18398,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-05,24247,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-06,17409,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-07,15444,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-08,14379,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-09,15129,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-10,14883,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-11,17053,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-12,19774,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-13,15300,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-14,14518,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-15,14428,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-16,14988,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-17,15157,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-18,17232,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-19,19325,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-20,15702,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-21,12815,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-22,12708,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-23,13287,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-24,13621,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-25,15637,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-26,17713,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-27,12492,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-28,10488,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-29,10156,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-30,10855,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-31,11005,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-01,12652,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-02,13429,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-03,10130,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-04,9962,0,0,0,0,0,1,0,0,0,0,0,0
2017-09-05,9347,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-06,9319,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-07,9547,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-08,10304,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-09,10460,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-10,7522,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-11,7726,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-12,8049,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-13,7973,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-14,8254,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-15,9623,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-16,16147,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-17,8671,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-18,10370,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-19,8507,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-20,7197,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-21,8997,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-22,8779,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-23,9519,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-24,7593,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-25,7868,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-26,7555,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-27,7639,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-28,7950,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29,9354,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-30,10404,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-01,8540,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-02,8546,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-03,8611,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-04,8589,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-05,8304,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06,9958,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-07,10390,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-08,8212,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-09,8688,0,0,0,1,0,0,0,0,0,0,0,0
2017-10-10,7899,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-11,7840,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-12,7919,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-13,9263,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-14,10402,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-15,6941,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-16,7680,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-17,7548,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-18,7406,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,7020,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-20,8542,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-21,8871,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-22,7640,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23,7665,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24,7394,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25,6993,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-26,7112,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-27,8396,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-28,9152,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-29,6517,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-30,6960,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-31,6446,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-01,6939,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-02,7119,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-03,8462,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-04,9239,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-05,5909,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-06,6649,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-07,6377,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,6552,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-09,6511,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-10,8127,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-11,9235,0,0,0,0,0,0,0,0,0,0,1,0
2017-11-12,6484,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-13,7267,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-14,6827,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-15,6972,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-16,7951,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-17,11842,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-18,12770,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-19,10233,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-20,10302,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-21,10804,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-22,13848,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-23,8935,0,0,0,0,0,0,0,0,0,1,0,0
2017-11-24,66575,0,1,0,0,0,0,0,0,0,0,0,0
2017-11-25,27599,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-26,17086,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-27,17420,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28,14438,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29,11659,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-30,10902,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-01,11570,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-02,12345,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-03,7979,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-04,7984,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-05,7520,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-06,7672,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-07,7535,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-08,8148,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-09,9096,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-10,9165,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-11,6975,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-12,6608,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-13,6575,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-14,7013,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-15,9488,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-16,11689,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-17,8728,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-18,8707,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-19,8527,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-20,9458,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-21,10335,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-22,13532,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-23,14900,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-24,10696,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-25,16096,0,0,1,0,0,0,0,0,0,0,0,0
2017-12-26,13182,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-27,9222,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-28,8407,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-29,8507,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-30,7804,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-31,4946,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-01,12940,0,0,0,0,0,0,0,0,1,0,0,0
2018-01-02,7659,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-03,7200,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-04,7100,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-05,8529,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-06,9272,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-07,5602,0,0,0,0,0,0,0,0,0,0,0,0
